id,type,owner,architecture
QuantFactory/Nous-Hermes-2-Mistral-7B-DPO-GGUF,quantized,QuantFactory,unknown
HuggingFaceTB/SmolLM2-360M-Instruct,quantized,HuggingFaceTB,llama
mlabonne/BigQwen2.5-52B-Instruct,base,mlabonne,unknown
bartowski/Einstein-v7-Qwen2-7B-GGUF,quantized,bartowski,unknown
openGPT-X/Teuken-7B-instruct-commercial-v0.4,finetuned,openGPT-X,llama
LGAI-EXAONE/EXAONE-3.5-32B-Instruct,base,LGAI-EXAONE,exaone
Qwen/Qwen3-30B-A3B,base,Qwen,unknown
fedric95/Qwen2-7B-GGUF,quantized,fedric95,unknown
DavidAU/Llama-3.1-DeepSeek-8B-DarkIdol-Instruct-1.2-Uncensored-GGUF,quantized,DavidAU,unknown
Qwen/Qwen2.5-Coder-32B-Instruct,finetuned,Qwen,qwen2
notlober/turkish-gemma2,finetuned,notlober,gemma2
bartowski/Qwen2.5-Math-72B-Instruct-GGUF,quantized,bartowski,unknown
legraphista/dolphin-2.9.2-Phi-3-Medium-IMat-GGUF,quantized,legraphista,unknown
haoranxu/ALMA-13B-Pretrain,base,haoranxu,unknown
dnotitia/Smoothie-Qwen3-14B,finetuned,dnotitia,qwen3
yhkim9362/gemma-en-ko-7b-v0.2,finetuned,yhkim9362,gemma
bartowski/Qwen2.5-Coder-14B-GGUF,quantized,bartowski,unknown
legraphista/Phi-3-mini-4k-instruct-update2024_07_03-IMat-GGUF,quantized,legraphista,unknown
tiiuae/falcon-mamba-7b-instruct,finetuned,tiiuae,falcon_mamba
unsloth/llama-3-8b,base,unsloth,llama
yodayo-ai/nephra_v1.0,finetuned,yodayo-ai,llama
NousResearch/Yarn-Mistral-7b-128k,base,NousResearch,mistral
jaeyong2/Qwen2.5-1.5B-Instruct-Viet-SFT,finetuned,jaeyong2,qwen2
MaziyarPanahi/NSFW_DPO_Noromaid-7b-Mistral-7B-Instruct-v0.1-GGUF,quantized,MaziyarPanahi,mistral
Sao10K/Llama-3.3-70B-Vulpecula-r1,finetuned,Sao10K,llama
TomGrc/FusionNet_7Bx2_MoE_14B,base,TomGrc,unknown
Black-Ink-Guild/Pernicious_Prophecy_70B,merged,Black-Ink-Guild,llama
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,finetuned,INSAIT-Institute,gemma2
CohereLabs/c4ai-command-r-08-2024,base,CohereLabs,cohere
HuggingFaceTB/FineMath-Llama-3B,base,HuggingFaceTB,unknown
unsloth/Llama-3.2-3B-Instruct-GGUF,quantized,unsloth,llama
adamo1139/Danube3-4b-4chan-HESOYAM-2510,finetuned,adamo1139,llama
soob3123/Veiled-Rose-22B-gguf,quantized,soob3123,unknown
tech4humans/Qwen2.5-3B-Instruct-lora-r16-alpha16-dp0.2-rslora,finetuned,tech4humans,qwen2
TheBloke/Llama-2-7B-Chat-AWQ,quantized,TheBloke,llama
Leejy0-0/ko-Meta-Llama-3.1-8B-Instruct,finetuned,Leejy0-0,llama
TheBloke/Llama-2-7B-Chat-GGUF,quantized,TheBloke,llama
mradermacher/deepseek-uncensored-lore-i1-GGUF,quantized,mradermacher,unknown
DavidAU/L3.2-Rogue-Creative-Instruct-Uncensored-Abliterated-7B-GGUF,quantized,DavidAU,unknown
cognitivecomputations/Dolphin3.0-Mistral-24B,finetuned,cognitivecomputations,mistral
LGAI-EXAONE/EXAONE-3.5-2.4B-Instruct,base,LGAI-EXAONE,exaone
open-r1/Qwen2.5-Math-7B-RoPE-300k,finetuned,open-r1,qwen2
unsloth/SmolLM2-360M-Instruct-bnb-4bit,quantized,unsloth,llama
DoeyLLM/OneLLM-Doey-V1-Llama-3.2-1B-it,base,DoeyLLM,unknown
DavidAU/Llama-3.1-Dark-Planet-SuperNova-8B-GGUF,quantized,DavidAU,unknown
BlinkDL/rwkv-7-world,base,BlinkDL,unknown
mav23/Qwen2.5-32B-Instruct-GGUF,quantized,mav23,unknown
meta-llama/Llama-4-Maverick-17B-128E-Instruct,base,meta-llama,unknown
eryk-mazus/tinyllama-with-custom-tokenizer,base,eryk-mazus,unknown
anthracite-org/magnum-v4-12b,base,anthracite-org,unknown
MaziyarPanahi/zephyr-orpo-141b-A35b-v0.1-GGUF,quantized,MaziyarPanahi,unknown
unsloth/GLM-4-32B-0414-unsloth-bnb-4bit,quantized,unsloth,glm4
unsloth/Meta-Llama-3.1-8B,base,unsloth,llama
aisingapore/Llama-SEA-LION-v3.5-70B-R,finetuned,aisingapore,llama
intervitens/internlm2-limarp-chat-20b-GGUF,quantized,intervitens,unknown
Qwen/Qwen3-235B-A22B,base,Qwen,unknown
lmstudio-community/DeepCoder-14B-Preview-GGUF,quantized,lmstudio-community,unknown
SentientAGI/Dobby-Mini-Unhinged-Llama-3.1-8B,finetuned,SentientAGI,llama
TheBloke/Wizard-Vicuna-7B-Uncensored-GPTQ,quantized,TheBloke,llama
cognitivecomputations/Dolphin3.0-Qwen2.5-1.5B,base,cognitivecomputations,unknown
Epiculous/Crimson_Dawn-V0.1,base,Epiculous,unknown
DavidAU/L3.2-Rogue-Creative-Instruct-Uncensored-7B,base,DavidAU,unknown
Qwen/Qwen2.5-Coder-3B,finetuned,Qwen,qwen2
tiiuae/Falcon3-1B-Instruct,finetuned,tiiuae,llama
sail/Sailor2-8B-SFT,finetuned,sail,qwen2
huihui-ai/Qwen2.5-0.5B-Instruct-abliterated-SFT,finetuned,huihui-ai,qwen2
nvidia/OpenCodeReasoning-Nemotron-14B,finetuned,nvidia,qwen2
MaziyarPanahi/calme-3.2-instruct-3b,finetuned,MaziyarPanahi,qwen2
bartowski/Palmyra-Fin-70B-32K-GGUF,quantized,bartowski,unknown
FinancialSupport/hellfire-2b,quantized,FinancialSupport,gemma
nvidia/Llama-3.1-8B-UltraLong-4M-Instruct,base,nvidia,unknown
meta-llama/Llama-2-7b-hf,base,meta-llama,llama
unsloth/Phi-4-mini-reasoning,finetuned,unsloth,phi3
clembench-playpen/llama-3.1-70B-Instruct_playpen_SFT_DFINAL_0.6K-steps_merged_fp16,finetuned,clembench-playpen,llama
unsloth/DeepSeek-R1-Distill-Llama-70B-GGUF,quantized,unsloth,llama
bartowski/Qwen2.5.1-Coder-1.5B-Instruct-GGUF,quantized,bartowski,unknown
second-state/Qwen3-0.6B-GGUF,quantized,second-state,qwen3
rinna/llama-3-youko-8b,finetuned,rinna,llama
mlx-community/Qwen2.5-Coder-1.5B-Instruct-4bit,finetuned,mlx-community,qwen2
mistralai/Mixtral-8x7B-v0.1,base,mistralai,mixtral
bartowski/Qwen2-Math-72B-Instruct-GGUF,quantized,bartowski,unknown
TheBloke/Llama-2-70B-Chat-AWQ,quantized,TheBloke,llama
Qwen/Qwen3-14B,base,Qwen,unknown
albertfares/MNLP_SFT_DPO,finetuned,albertfares,qwen3
legraphista/Qwen2.5-0.5B-Instruct-IMat-GGUF,quantized,legraphista,unknown
allura-org/Bigger-Body-70b,finetuned,allura-org,llama
soob3123/amoral-qwen3-14B,finetuned,soob3123,qwen3
deepseek-ai/DeepSeek-R1-0528-Qwen3-8B,base,deepseek-ai,unknown
bartowski/Qwen2.5-14B-Instruct-GGUF,quantized,bartowski,unknown
Mungert/rwkv7-191M-world-GGUF,quantized,Mungert,unknown
legraphista/internlm2-math-plus-20b-IMat-GGUF,quantized,legraphista,unknown
fdtn-ai/Foundation-Sec-8B,finetuned,fdtn-ai,llama
bartowski/Qwen2.5-Coder-3B-Instruct-abliterated-GGUF,quantized,bartowski,unknown
mradermacher/GrayLine-Gemma3-12B-i1-GGUF,quantized,mradermacher,unknown
TheBloke/open-llama-3b-v2-wizard-evol-instuct-v2-196k-GPTQ,quantized,TheBloke,llama
mlx-community/Phi-4-mini-reasoning-4bit,quantized,mlx-community,phi3
prithivMLmods/GWQ-9B-Preview2,base,prithivMLmods,unknown
stephenlzc/Gemma-2-9B-Chinese-Chat-Uncensored,quantized,stephenlzc,gemma2
unsloth/gemma-3-4b-it-bnb-4bit,base,unsloth,unknown
dicta-il/dictalm2.0-instruct-AWQ,quantized,dicta-il,mistral
Qwen/Qwen2.5-Math-72B,finetuned,Qwen,qwen2
brittlewis12/gemma-7b-GGUF,quantized,brittlewis12,unknown
bartowski/Tesslate_Tessa-T1-3B-GGUF,quantized,bartowski,unknown
DavidAU/Llama-3.1-DeepHermes-R1-Reasoning-8B-DarkIdol-Instruct-1.2-Uncensored-GGUF,quantized,DavidAU,unknown
lmstudio-community/Phi-3.1-mini-128k-instruct-GGUF,quantized,lmstudio-community,unknown
royallab/Pygmalion-2-13b-SuperCOT2,base,royallab,unknown
TheBloke/Pygmalion-2-13B-SuperCOT2-GGUF,quantized,TheBloke,llama
invisietch/L3.1-70Blivion-v0.1-rc1-70B,base,invisietch,unknown
mistralai/Mistral-Nemo-Instruct-2407,finetuned,mistralai,mistral
AstroMLab/AstroSage-8B,finetuned,AstroMLab,llama
unsloth/gemma-2-2b-bnb-4bit,quantized,unsloth,gemma2
DavidAU/Qwen3-The-Xiaolong-Josiefied-Omega-Directive-22B-uncensored-abliterated-GGUF,quantized,DavidAU,unknown
lmstudio-community/Qwen2.5-Math-1.5B-Instruct-GGUF,quantized,lmstudio-community,unknown
sail/Sailor2-14B-Chat,finetuned,sail,qwen2
huihui-ai/gemma-3-1b-it-abliterated-GRPO,finetuned,huihui-ai,gemma3_text
ArliAI/QwQ-32B-ArliAI-RpR-v4-GGUF,quantized,ArliAI,unknown
Qwen/Qwen2.5-1.5B,base,Qwen,qwen2
bartowski/MN-12B-Celeste-V1.9-GGUF,quantized,bartowski,unknown
legraphista/Qwen2.5-1.5B-Instruct-IMat-GGUF,quantized,legraphista,unknown
Tsunami-th/Tsunami-1.0-14B-Instruct,finetuned,Tsunami-th,qwen2
bartowski/Tower-Babel_Babel-83B-Chat-GGUF,quantized,bartowski,unknown
allura-org/Gemma-3-Glitter-4B,base,allura-org,unknown
aisingapore/Llama-SEA-LION-v3.5-70B-R-GGUF,quantized,aisingapore,unknown
TheBloke/Guanaco-3B-Uncensored-v2-GPTQ,quantized,TheBloke,gpt_neox
TheBloke/leo-hessianai-13B-chat-bilingual-GGUF,quantized,TheBloke,llama
AyyYOO/MiniCPM4-8B-Q4_K_M-GGUF,quantized,AyyYOO,unknown
inflatebot/guns-and-roses-r1,base,inflatebot,unknown
bartowski/Llama-3.2-3B-Instruct-GGUF,quantized,bartowski,unknown
Qwen/Qwen2-0.5B-Instruct-GGUF,quantized,Qwen,unknown
clowman/Llama-3.1-8B-Instruct-GPTQ-Int4,quantized,clowman,llama
bartowski/glm-4-9b-chat-GGUF,quantized,bartowski,unknown
QuantFactory/Teuken-7B-instruct-research-v0.4-GGUF,quantized,QuantFactory,unknown
bartowski/Open-Insurance-LLM-Llama3-8B-GGUF,quantized,bartowski,unknown
bartowski/agentica-org_DeepCoder-1.5B-Preview-GGUF,quantized,bartowski,unknown
allenai/Llama-3.1-Tulu-3-70B-DPO,finetuned,allenai,llama
mradermacher/LiberalMind_v1.5-i1-GGUF,quantized,mradermacher,unknown
MaziyarPanahi/Mixtral-8x22B-v0.1-GGUF,quantized,MaziyarPanahi,mixtral
MaziyarPanahi/calme-3.1-instruct-78b,base,MaziyarPanahi,unknown
ReliableAI/UCCIX-Llama2-13B-Instruct,finetuned,ReliableAI,llama
microsoft/phi-4,base,microsoft,phi3
dicta-il/dictalm2.0,base,dicta-il,mistral
kadirnar/turkish-gemma9b-v0,finetuned,kadirnar,gemma2
mlx-community/Qwen2.5-0.5B-Instruct-4bit,finetuned,mlx-community,qwen2
SanjiWatsuki/Kunoichi-7B,base,SanjiWatsuki,unknown
DavidAU/L3-DARKER-PLANET-Broken-Land-12.15B-GGUF,quantized,DavidAU,unknown
google/txgemma-27b-chat,base,google,gemma2
ByteDance-Seed/BFS-Prover,finetuned,ByteDance-Seed,qwen2
ilsp/Llama-Krikri-8B-Instruct,finetuned,ilsp,llama
unsloth/orpheus-3b-0.1-ft,base,unsloth,unknown
TheBloke/Swallow-7B-Instruct-GGUF,quantized,TheBloke,llama
unsloth/gemma-3-1b-pt-unsloth-bnb-4bit,quantized,unsloth,gemma3_text
TheBloke/Mistral-Pygmalion-7B-GGUF,quantized,TheBloke,llama
utter-project/EuroLLM-1.7B,base,utter-project,llama
EasierAI/Mistral-NeMo-12B,quantized,EasierAI,unknown
hfl/llama-3-chinese-8b-instruct-v3,finetuned,hfl,llama
TheBloke/Llama-2-70B-AWQ,quantized,TheBloke,llama
instructlab/granite-7b-lab,finetuned,instructlab,llama
Qwen/Qwen1.5-72B-Chat,finetuned,Qwen,qwen2
DiscoResearch/DiscoLM_German_7b_v1,base,DiscoResearch,unknown
QuantFactory/Codepy-Deepthink-3B-GGUF,quantized,QuantFactory,unknown
bartowski/magnum-v4-12b-GGUF,quantized,bartowski,unknown
adeelahmad/ReasonableLlama3-3B-Jr,quantized,adeelahmad,llama
lmstudio-community/c4ai-command-a-03-2025-GGUF,quantized,lmstudio-community,unknown
ThomasBaruzier/Qwen2.5-Coder-1.5B-Instruct-GGUF,quantized,ThomasBaruzier,unknown
unsloth/Llama-3.1-Nemotron-Nano-8B-v1-GGUF,quantized,unsloth,llama
lmstudio-community/Qwen2.5-Coder-7B-Instruct-GGUF,quantized,lmstudio-community,unknown
bartowski/Sailor2-20B-Chat-GGUF,quantized,bartowski,unknown
Undi95/Meta-Llama-3-70B-hf,base,Undi95,unknown
sometimesanotion/Qwenvergence-14B-v12-Prose-DS,base,sometimesanotion,unknown
allenai/Llama-3.1-Tulu-3-405B-DPO,base,allenai,unknown
proxectonos/Llama-3.1-Carballo-Instr3,finetuned,proxectonos,llama
soob3123/amoral-gemma3-4B-v2,finetuned,soob3123,gemma3
mlx-community/GLM-4-9B-0414-4bit,quantized,mlx-community,glm4
sudipto-ducs/InLegalLLaMA,finetuned,sudipto-ducs,llama
unsloth/c4ai-command-r-08-2024-bnb-4bit,quantized,unsloth,cohere
sayhan/OpenHermes-2.5-Strix-Philosophy-Mistral-7B-LoRA,quantized,sayhan,mistral
DavidAU/L3.1-MOE-4X8B-Dark-Reasoning-Super-Nova-RP-Hermes-R1-Uncensored-25B-GGUF,quantized,DavidAU,unknown
curiousily/Llama-3-8B-Instruct-Finance-RAG,finetuned,curiousily,llama
TheBloke/finance-LLM-13B-GGUF,quantized,TheBloke,llama
DavidAU/Llama-3.1-DeepSeek-8B-DarkIdol-Instruct-1.2-Uncensored,base,DavidAU,unknown
microsoft/Phi-4-reasoning-plus,finetuned,microsoft,phi3
John6666/Llama-3.1-8B-Lexi-Uncensored-V2-nf4,quantized,John6666,llama
dnotitia/DNA-R1,finetuned,dnotitia,phi3
stelterlab/phi-4-AWQ,quantized,stelterlab,phi3
Qwen/Qwen-7B,base,Qwen,qwen
unsloth/r1-1776,finetuned,unsloth,deepseek_v3
QuantFactory/jais-adapted-7b-chat-GGUF,quantized,QuantFactory,unknown
bartowski/Dolphin3.0-Llama3.2-1B-GGUF,quantized,bartowski,unknown
unsloth/Llama-3.2-3B,finetuned,unsloth,llama
unsloth/mistral-7b-v0.3-bnb-4bit,quantized,unsloth,mistral
nectec/OpenThaiLLM-Prebuilt-7B,base,nectec,unknown
amd/Phi-3-mini-4k-instruct-awq-g128-int4-asym-fp16-onnx-hybrid,quantized,amd,unknown
soob3123/GrayLine-Qwen3-8B,finetuned,soob3123,qwen3
lmstudio-community/Llama-3.2-1B-Instruct-GGUF,quantized,lmstudio-community,unknown
HuggingFaceTB/SmolLM2-135M-Instruct,quantized,HuggingFaceTB,llama
raaec/llama3.1-8b-instruct-summarize-float16,finetuned,raaec,llama
DavidAU/L3-MOE-4x8B-Dark-Planet-Rising-25B-GGUF,quantized,DavidAU,unknown
bartowski/Qwen_Qwen2.5-VL-32B-Instruct-GGUF,quantized,bartowski,unknown
unsloth/Llama-3.1-Nemotron-Nano-4B-v1.1,finetuned,unsloth,llama
putazon/gemma-3-27b-cpt-orpo-aug-vllm,finetuned,putazon,gemma3_text
sthenno-com/miscii-14b-1225,base,sthenno-com,unknown
openGPT-X/Teuken-7B-instruct-research-v0.4,finetuned,openGPT-X,llama
Qwen/Qwen2.5-Math-7B,finetuned,Qwen,qwen2
quantflex/MiMo-7B-RL-nomtp-GGUF,quantized,quantflex,unknown
TheBloke/leo-hessianai-13B-chat-GGUF,quantized,TheBloke,llama
ArmurAI/Pentest_AI,finetuned,ArmurAI,mistral
THUDM/glm-4-9b-chat,base,THUDM,unknown
arcee-ai/SuperNova-Medius,base,arcee-ai,unknown
bartowski/Peach-9B-8k-Roleplay-GGUF,quantized,bartowski,unknown
XGenerationLab/XiYanSQL-QwenCoder-7B-2502,base,XGenerationLab,unknown
Orion-zhen/aya-expanse-32b-AWQ,quantized,Orion-zhen,cohere
mlabonne/Monarch-7B,base,mlabonne,unknown
osllmai-community/Llama-3.2-1B,finetuned,osllmai-community,llama
pszemraj/Ballpark-Trivia-XL,base,pszemraj,unknown
QuantFactory/CausalLM-35b-beta-long-GGUF,quantized,QuantFactory,unknown
hfl/llama-3-chinese-8b,finetuned,hfl,llama
mlabonne/AlphaMonarch-7B,finetuned,mlabonne,mistral
trendmicro-ailab/Llama-Primus-Merged,finetuned,trendmicro-ailab,llama
lilmeaty/SmolLM2-135M-Instruct-GPTQ,quantized,lilmeaty,llama
Novaciano/SEX_ROLEPLAY-3.2-1B,merged,Novaciano,llama
TheBloke/Llama-2-13B-AWQ,quantized,TheBloke,llama
AdaptLLM/finance-LLM-13B,base,AdaptLLM,unknown
mradermacher/deepseek-uncensored-lore-GGUF,quantized,mradermacher,unknown
TheBloke/Upstage-Llama-2-70B-instruct-v2-AWQ,quantized,TheBloke,llama
Melvin56/DeepSeek-R1-Distill-Qwen-7B-abliterated-v2-GGUF,quantized,Melvin56,unknown
kaist-ai/janus-dpo-7b,finetuned,kaist-ai,mistral
bartowski/Qwen2.5.1-Coder-7B-Instruct-GGUF,quantized,bartowski,unknown
theprint/ReWiz-7B,quantized,theprint,mistral
ReadyArt/Forgotten-Safeword-24B-3.6,base,ReadyArt,unknown
unsloth/Llama-3.1-8B,finetuned,unsloth,llama
second-state/Phi-4-mini-instruct-GGUF,quantized,second-state,phi3
KatyTheCutie/LemonadeRP-4.5.3,base,KatyTheCutie,unknown
ArtusDev/allura-org_Gemma-3-Glitter-4B-GGUF,quantized,ArtusDev,unknown
mradermacher/Tiny-DarkLlama-SPIN-Implementation-i1-GGUF,quantized,mradermacher,unknown
sayhan/Mistral-7B-Instruct-v0.2-turkish-GGUF,quantized,sayhan,unknown
Qwen/Qwen2-72B-Instruct,finetuned,Qwen,qwen2
VAGOsolutions/SauerkrautLM-gemma-2-9b-it,base,VAGOsolutions,unknown
unsloth/Meta-Llama-3.1-70B,quantized,unsloth,llama
Neko-Institute-of-Science/metharme-7b,base,Neko-Institute-of-Science,llama
aisingapore/Llama-SEA-LION-v3-8B-IT-GGUF,quantized,aisingapore,unknown
Locutusque/Orca-2-13b-SFT-v4,finetuned,Locutusque,llama
bartowski/magnum-v4-27b-GGUF,quantized,bartowski,unknown
lmstudio-community/Llama-3.1-Nemotron-70B-Instruct-HF-GGUF,quantized,lmstudio-community,unknown
liberalusa/LiberalMind_v1.5,base,liberalusa,unknown
second-state/Llama-3.3-70B-Instruct-GGUF,quantized,second-state,llama
QuantFactory/Qwen2.5-Coder-7B-GGUF,quantized,QuantFactory,unknown
qingy2024/UwU-7B-Instruct,base,qingy2024,unknown
TheBloke/Swallow-70B-instruct-GGUF,quantized,TheBloke,llama
Qwen/Qwen2.5-72B-Instruct,finetuned,Qwen,qwen2
unsloth/Qwen2.5-0.5B,base,unsloth,unknown
Mungert/Qwen2.5-3B-Instruct-GGUF,quantized,Mungert,unknown
bartowski/LongWriter-llama3.1-8b-GGUF,quantized,bartowski,unknown
microsoft/phi-4-gguf,base,microsoft,unknown
stelterlab/EuroLLM-9B-Instruct-AWQ,quantized,stelterlab,llama
clowman/QwQ-32B-GPTQ-Int8,quantized,clowman,qwen2
sam-paech/Darkest-muse-v1,base,sam-paech,unknown
huihui-ai/Qwen2.5-Coder-32B-Instruct-abliterated,finetuned,huihui-ai,qwen2
unsloth/Qwen2.5-Math-7B-bnb-4bit,quantized,unsloth,qwen2
agg-shambhavi/MimicLlama-3.1-8B,base,agg-shambhavi,unknown
soob3123/GrayLine-Qwen3-8B-gguf,quantized,soob3123,unknown
unsloth/Qwen3-32B-GGUF,quantized,unsloth,qwen3
karakuri-ai/karakuri-lm-70b-chat-v0.1,finetuned,karakuri-ai,llama
TheBloke/SauerkrautLM-7B-HerO-GGUF,quantized,TheBloke,mistral
bartowski/Qwen2.5-Coder-32B-Instruct-abliterated-GGUF,quantized,bartowski,unknown
mrcuddle/Ministral-Instruct-2410-8B-DPO-RP,base,mrcuddle,unknown
TheBloke/manticore-13b-chat-pyg-GGUF,quantized,TheBloke,llama
TheBloke/storytime-13B-GPTQ,quantized,TheBloke,llama
anthracite-org/magnum-v2.5-12b-kto,finetuned,anthracite-org,mistral
Menlo/AlphaMaze-v0.2-1.5B,finetuned,Menlo,qwen2
eci-io/climategpt-7b,finetuned,eci-io,llama
XiaomiMiMo/MiMo-7B-RL,base,XiaomiMiMo,unknown
IlyaGusev/saiga_nemo_12b,base,IlyaGusev,unknown
ibm-granite/granite-3.1-8b-base,base,ibm-granite,unknown
all-hands/openhands-lm-7b-v0.1,finetuned,all-hands,qwen2
bartowski/allura-org_Mistral-Small-24b-Sertraline-0304-GGUF,quantized,bartowski,unknown
lmstudio-community/Devstral-Small-2505-MLX-4bit,quantized,lmstudio-community,mistral
Mungert/QwQ-32B-ArliAI-RpR-v4-GGUF,quantized,Mungert,unknown
unsloth/DeepSeek-R1-Distill-Qwen-7B-unsloth-bnb-4bit,quantized,unsloth,qwen2
bartowski/Qwen2-Math-1.5B-Instruct-GGUF,quantized,bartowski,unknown
unsloth/DeepSeek-R1-Distill-Qwen-7B-bnb-4bit,quantized,unsloth,qwen2
prithivMLmods/OpenRHO-2B-Thinker,base,prithivMLmods,unknown
DavidAU/MN-Dark-Horror-The-Cliffhanger-18.5B-GGUF,quantized,DavidAU,unknown
TheBloke/Synthia-13B-v1.2-GGUF,quantized,TheBloke,llama
TheBloke/Leo-Mistral-Hessianai-7B-Chat-GGUF,quantized,TheBloke,mistral
gradientai/Llama-3-8B-Instruct-Gradient-1048k,base,gradientai,llama
yannelli/Laravel-11-Llama-3.2-1B-Instruct,base,yannelli,unknown
Orion-zhen/Meissa-Qwen2.5-7B-Instruct,finetuned,Orion-zhen,qwen2
second-state/Mixtral-8x7B-Instruct-v0.1-GGUF,quantized,second-state,mixtral
bartowski/Zyphra_ZR1-1.5B-GGUF,quantized,bartowski,unknown
elvinmarkmv/llama-68m-alpaca-finetuned,finetuned,elvinmarkmv,llama
lmstudio-community/Llama-4-Scout-17B-16E-MLX-text-8bit,quantized,lmstudio-community,llama4
NousResearch/Hermes-2-Pro-Mistral-7B,finetuned,NousResearch,mistral
Qwen/Qwen2-1.5B-Instruct-GPTQ-Int8,quantized,Qwen,qwen2
eaddario/gemma-3-12b-it-pruned-GGUF,quantized,eaddario,unknown
QuantFactory/pythia-12b-GGUF,quantized,QuantFactory,unknown
mradermacher/NSFW_DPO_Noromaid-7b-Mistral-7B-Instruct-v0.1-GGUF,quantized,mradermacher,unknown
Qwen/Qwen2.5-Coder-1.5B-Instruct-GPTQ-Int4,quantized,Qwen,qwen2
lmstudio-community/Mistral-Small-3.1-24B-Instruct-2503-GGUF,quantized,lmstudio-community,unknown
bartowski/Qwen2.5-3B-Instruct-GGUF,quantized,bartowski,unknown
Qwen/Qwen3-8B,base,Qwen,unknown
yam-peleg/Experiment26-7B,base,yam-peleg,unknown
huihui-ai/Llama-3.1-Nemotron-70B-Instruct-HF-abliterated,base,huihui-ai,unknown
bartowski/Qwen2.5-Coder-14B-Instruct-abliterated-GGUF,quantized,bartowski,unknown
DavidAU/L3.1-MOE-6X8B-Dark-Reasoning-Dantes-Peak-Hermes-R1-Uncensored-36B,merged,DavidAU,mixtral
bartowski/ozone-research_0x-lite-GGUF,quantized,bartowski,unknown
mlx-community/Llama-4-Maverick-17B-16E-Instruct-4bit,quantized,mlx-community,llama4
huihui-ai/Qwen2.5-Coder-1.5B-Instruct-abliterated,base,huihui-ai,unknown
unsloth/SmolLM2-135M,finetuned,unsloth,llama
huihui-ai/Qwen2.5-Coder-3B-Instruct-abliterated,base,huihui-ai,unknown
Mungert/DeepCoder-14B-Preview-GGUF,quantized,Mungert,unknown
allenai/OLMoE-1B-7B-0924-SFT,base,allenai,unknown
byroneverson/Yi-1.5-9B-Chat-abliterated,finetuned,byroneverson,llama
internistai/base-7b-v0.2,base,internistai,unknown
PLM-Team/PLM-1.8B-Instruct,base,PLM-Team,unknown
shenzhi-wang/Gemma-2-9B-Chinese-Chat,quantized,shenzhi-wang,gemma2
JetBrains/Mellum-4b-base,base,JetBrains,unknown
MaziyarPanahi/phi-2-super-GGUF,quantized,MaziyarPanahi,mistral
suayptalha/Qwen3-0.6B-Medical-Expert,finetuned,suayptalha,qwen3
unsloth/gemma-3-1b-pt,finetuned,unsloth,gemma3_text
THUDM/glm-4-9b-chat-1m,base,THUDM,unknown
QCRI/Fanar-1-9B,base,QCRI,unknown
Tesslate/UIGEN-T1.1-Qwen-14B,base,Tesslate,unknown
CohereForAI/aya-23-8B,base,CohereForAI,unknown
microsoft/Phi-3.5-vision-instruct,base,microsoft,unknown
Saxo/Linkbricks-Horizon-AI-Korean-llama3.1-sft-rlhf-dpo-8B,quantized,Saxo,llama
DavidAU/L3.1-Evil-Reasoning-Dark-Planet-Hermes-R1-Uncensored-8B,base,DavidAU,unknown
bartowski/nvidia_Llama-3.1-Nemotron-Nano-4B-v1.1-GGUF,quantized,bartowski,unknown
abhinand/gemma-2b-it-tamil-v0.1-alpha,finetuned,abhinand,gemma
unsloth/DeepSeek-V3-0324-GGUF,quantized,unsloth,deepseek_v3
Thytu/phi-2-audio-super,base,Thytu,unknown
DavidAU/L3-Grand-Horror-II-Darkest-Hour-Uncensored-ED2.15-15B,base,DavidAU,unknown
Mungert/OpenMath-Nemotron-1.5B-GGUF,quantized,Mungert,unknown
Melvin56/Qwen3-4B-ik_GGUF,quantized,Melvin56,unknown
huihui-ai/Falcon3-3B-Instruct-abliterated,base,huihui-ai,unknown
pszemraj/gpt2-medium-vaguely-human-dialogue,base,pszemraj,unknown
fblgit/TheBeagle-v2beta-32B-MGS,base,fblgit,unknown
QuantFactory/Meta-Llama-3-70B-Instruct-GGUF,quantized,QuantFactory,unknown
second-state/Qwen2-Math-7B-Instruct-GGUF,quantized,second-state,qwen2
Mawdistical/Squelching-Fantasies-qw3-4B,base,Mawdistical,unknown
unsloth/DeepSeek-R1-Distill-Qwen-1.5B-GGUF,quantized,unsloth,qwen2
AI-MO/Kimina-Autoformalizer-7B,finetuned,AI-MO,qwen2
byroneverson/LongWriter-glm4-9b-abliterated,base,byroneverson,unknown
lxuechen/phi-2-dpo,base,lxuechen,unknown
lianghsun/Llama-3.2-Taiwan-3B,base,lianghsun,unknown
mrcuddle/Tiny-DarkLlama-SPIN-Implementation,base,mrcuddle,unknown
jebcarter/psyonic-cetacean-20B,base,jebcarter,unknown
TheBloke/Yarn-Mistral-7B-128k-GPTQ,quantized,TheBloke,mistral
BSC-LT/salamandra-7b-instruct,finetuned,BSC-LT,llama
Vikhrmodels/Vikhr-Llama-3.2-1B-Instruct,finetuned,Vikhrmodels,llama
CHE-72/Qwen1.5-4B-Chat-Q2_K-GGUF,quantized,CHE-72,unknown
mlabonne/NeuralHermes-2.5-Mistral-7B,finetuned,mlabonne,mistral
TheBloke/SauerkrautLM-7B-v1-GPTQ,quantized,TheBloke,llama
m42-health/med42-70b,base,m42-health,unknown
