source,target,edge
meta-llama/Llama-3.1-8B,clowman/Llama-3.1-8B-Instruct-GPTQ-Int4,quantized
ICEPVP8977/Uncensored_llama_3.2_3b_safetensors,tensorblock/Uncensored_llama_3.2_3b_safetensors-GGUF,quantized
Qwen/Qwen1.5-7B-Chat,second-state/Qwen1.5-7B-Chat-GGUF,quantized
Qwen/Qwen1.5-7B-Chat,amd/Qwen1.5-7B-Chat-awq-g128-int4-asym-fp16-onnx-hybrid,quantized
deepseek-ai/DeepSeek-R1-0528,unsloth/DeepSeek-R1-0528-GGUF,quantized
deepseek-ai/DeepSeek-R1-0528,cognitivecomputations/DeepSeek-R1-0528-AWQ,quantized
deepseek-ai/DeepSeek-R1-0528,unsloth/DeepSeek-R1-0528,quantized
deepseek-ai/DeepSeek-R1-0528,unsloth/DeepSeek-R1-0528-BF16,quantized
deepseek-ai/DeepSeek-Prover-V2-671B,unsloth/DeepSeek-Prover-V2-671B-GGUF,quantized
Mawdistical/Draconia-Overdrive-32B,Mawdistical/Draconia-Overdrive-32B-GGUF,quantized
Qwen/Qwen3-4B,unsloth/Qwen3-4B-unsloth-bnb-4bit,quantized
Qwen/Qwen3-4B,unsloth/Qwen3-4B-GGUF,quantized
Qwen/Qwen3-4B,unsloth/Qwen3-4B-128K-GGUF,quantized
Qwen/Qwen3-4B,ValiantLabs/Qwen3-4B-Esper3,finetuned
Qwen/Qwen3-4B,swordfaith/ReTool-Qwen3-4B-SFT-cold-started,finetuned
Qwen/Qwen3-4B,second-state/Qwen3-4B-GGUF,quantized
Qwen/Qwen3-4B,gaianet/Qwen3-4B-GGUF,quantized
Qwen/Qwen3-4B,dougiefresh/jade_qwen3_4b_mlx_4bit,quantized
Qwen/Qwen3-4B,dnotitia/Smoothie-Qwen3-4B,finetuned
Qwen/Qwen3-4B,prithivMLmods/Qwen3-4B-GGUF,quantized
Qwen/Qwen3-4B,Melvin56/Qwen3-4B-ik_GGUF,quantized
Qwen/Qwen2.5-Math-72B-Instruct,bartowski/Qwen2.5-Math-72B-Instruct-GGUF,quantized
Qwen/Qwen2.5-Math-72B-Instruct,unsloth/Qwen2.5-Math-72B-Instruct-bnb-4bit,quantized
lmms-lab/llava-onevision-qwen2-72b-si,lmms-lab/LLaVA-Video-72B-Qwen2,finetuned
riple-saanvi-lab/Saanvi-C0-12B,mradermacher/Saanvi-C0-12B-i1-GGUF,quantized
nothingiisreal/MN-12B-Celeste-V1.9,bartowski/MN-12B-Celeste-V1.9-GGUF,quantized
tiiuae/Falcon3-3B-Base,bartowski/Falcon3-3B-Base-GGUF,quantized
cognitivecomputations/Dolphin3.0-Llama3.1-8B,bartowski/Dolphin3.0-Llama3.1-8B-GGUF,quantized
01-ai/Yi-1.5-9B-Chat,byroneverson/Yi-1.5-9B-Chat-abliterated,finetuned
Azure99/Blossom-V6-14B,YOYO-AI/ZYH-LLM-Qwen2.5-14B-V4,merged
Casual-Autopsy/CREC-n-WREC-Mate-24B,Casual-Autopsy/CREC-n-WREC-Mate-24B-imat-GGUF,quantized
trendmicro-ailab/Llama-Primus-Base,trendmicro-ailab/Llama-Primus-Merged,finetuned
carsenk/llama3.2_1b_2025_uncensored_v2,Novaciano/Uncensored-1b-Creative_Writing_RP-GGUF,quantized
nvidia/AceReason-Nemotron-14B,unsloth/AceReason-Nemotron-14B-GGUF,quantized
nvidia/AceReason-Nemotron-14B,bartowski/nvidia_AceReason-Nemotron-14B-GGUF,quantized
nvidia/AceReason-Nemotron-14B,lmstudio-community/AceReason-Nemotron-14B-GGUF,quantized
nvidia/AceInstruct-72B,bartowski/nvidia_AceInstruct-72B-GGUF,quantized
Equall/Saul-7B-Instruct-v1,MaziyarPanahi/Saul-Instruct-v1-GGUF,quantized
DavidAU/L3-MOE-8X8B-Dark-Planet-8D-Mirrored-Chaos-47B,DavidAU/L3-MOE-8X8B-Dark-Planet-8D-Mirrored-Chaos-47B-GGUF,quantized
meta-llama/Meta-Llama-3-70B-Instruct,aaditya/Llama3-OpenBioLLM-70B,finetuned
meta-llama/Meta-Llama-3-70B-Instruct,MaziyarPanahi/calme-2.2-llama3-70b,finetuned
meta-llama/Meta-Llama-3-70B-Instruct,RedHatAI/Meta-Llama-3-70B-Instruct-quantized.w4a16,quantized
meta-llama/Meta-Llama-3-70B-Instruct,Nexusflow/Athene-70B,finetuned
meta-llama/Meta-Llama-3-70B-Instruct,MaziyarPanahi/Meta-Llama-3-70B-Instruct-GPTQ,quantized
meta-llama/Meta-Llama-3-70B-Instruct,shenzhi-wang/Llama3-70B-Chinese-Chat-GGUF-4bit,quantized
meta-llama/Meta-Llama-3-70B-Instruct,QuantFactory/Meta-Llama-3-70B-Instruct-GGUF,quantized
meta-llama/Meta-Llama-3-70B-Instruct,PawanKrd/Meta-Llama-3-70B-Instruct-GGUF,quantized
meta-llama/Meta-Llama-3-70B-Instruct,QuantFactory/Meta-Llama-3-70B-Instruct-GGUF-v2,quantized
meta-llama/Meta-Llama-3-70B-Instruct,qwp4w3hyb/Meta-Llama-3-70B-Instruct-iMat-GGUF,quantized
meta-llama/Meta-Llama-3-70B-Instruct,lmstudio-community/Meta-Llama-3-70B-Instruct-GGUF,quantized
tiiuae/Falcon3-Mamba-7B-Base,tiiuae/Falcon3-Mamba-7B-Instruct,finetuned
mlx-community/Devstral-Small-2505-bf16,mlx-community/Devstral-Small-2505-4bit-DWQ,quantized
Nohobby/MS-Schisandra-22B-v0.1,bartowski/MS-Schisandra-22B-v0.1-GGUF,quantized
deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,agentica-org/DeepScaleR-1.5B-Preview,finetuned
deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,unsloth/DeepSeek-R1-Distill-Qwen-1.5B-GGUF,quantized
deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,unsloth/DeepSeek-R1-Distill-Qwen-1.5B-unsloth-bnb-4bit,quantized
deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,nvidia/Nemotron-Research-Reasoning-Qwen-1.5B,finetuned
deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,unsloth/DeepSeek-R1-Distill-Qwen-1.5B-bnb-4bit,quantized
deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,agentica-org/DeepCoder-1.5B-Preview,finetuned
deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,Zyphra/ZR1-1.5B,finetuned
deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,Nickyang/FastCuRL-1.5B-Preview,finetuned
deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,oumi-ai/MiniMath-R1-1.5B,finetuned
deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,Mungert/ZR1-1.5B-GGUF,quantized
soob3123/amoral-gemma3-1B-v2,soob3123/amoral-gemma3-1B-v2-gguf,quantized
Locutusque/Thespis-Llama-3.1-8B,bartowski/Locutusque_Thespis-Llama-3.1-8B-GGUF,quantized
unsloth/Qwen2.5-7B-Instruct,nqdhocai/LogicQwen-2.5-7B,finetuned
MadeAgents/Hammer2.1-7b,eaddario/Hammer2.1-7b-GGUF,quantized
nvidia/Llama-3.1-Minitron-4B-Width-Base,nvidia/Llama-3.1-Nemotron-Nano-4B-v1.1,finetuned
nvidia/Llama-3.1-Minitron-4B-Width-Base,Mungert/Llama-3.1-Nemotron-Nano-4B-v1.1-GGUF,quantized
Open-Orca/Mistral-7B-OpenOrca,TheBloke/Mistral-7B-OpenOrca-GGUF,quantized
Open-Orca/Mistral-7B-OpenOrca,TheBloke/Mistral-7B-OpenOrca-GPTQ,quantized
Open-Orca/Mistral-7B-OpenOrca,TheBloke/Mistral-7B-OpenOrca-AWQ,quantized
Open-Orca/Mistral-7B-OpenOrca,QuantFactory/Mistral-7B-OpenOrca-GGUF,quantized
JackFram/llama-160m,Felladrin/Llama-160M-Chat-v1,finetuned
JackFram/llama-160m,mlx-community/Llama-160M-Chat-v1-4bit-mlx,finetuned
beomi/Llama-3-Open-Ko-8B-Instruct-preview,jc9080/llama3-open-ko-8b-shimshimi,finetuned
beomi/Llama-3-Open-Ko-8B-Instruct-preview,jc9080/llama3-open-ko-8b-Instruct-shimshimi-500-ver2,finetuned
beomi/Llama-3-Open-Ko-8B-Instruct-preview,SKYEEEE/llama3-Ko-3-8B-finetuned_ver2,finetuned
sophosympatheia/Rogue-Rose-103b-v0.2,TheBloke/Rogue-Rose-103b-v0.2-AWQ,quantized
nvidia/OpenCodeReasoning-Nemotron-32B,bartowski/nvidia_OpenCodeReasoning-Nemotron-32B-GGUF,quantized
RTT-FI/RTT-NLP-125M,mradermacher/RTT-NLP-125M-i1-GGUF,quantized
Salesforce/xLAM-8x22b-r,legraphista/xLAM-8x22b-r-IMat-GGUF,quantized
HuggingFaceTB/SmolLM2-360M-Instruct,unsloth/SmolLM2-360M-Instruct,finetuned
HuggingFaceTB/SmolLM2-360M-Instruct,unsloth/SmolLM2-360M-Instruct-bnb-4bit,quantized
HuggingFaceTB/SmolLM2-360M-Instruct,summerstars/SolaraV2-coder-0511,finetuned
HuggingFaceTB/SmolLM2-360M-Instruct,bartowski/SmolLM2-360M-Instruct-GGUF,quantized
HuggingFaceTB/SmolLM2-360M-Instruct,lmstudio-community/SmolLM2-360M-Instruct-GGUF,quantized
HuggingFaceTB/SmolLM2-360M-Instruct,prithivMLmods/SmolLM2-360M-F32-GGUF,quantized
mlabonne/BigQwen2.5-52B-Instruct,bartowski/BigQwen2.5-52B-Instruct-GGUF,quantized
LGAI-EXAONE/EXAONE-3.5-32B-Instruct,LGAI-EXAONE/EXAONE-Deep-32B,finetuned
LGAI-EXAONE/EXAONE-3.5-32B-Instruct,second-state/EXAONE-3.5-32B-Instruct-GGUF,quantized
LGAI-EXAONE/EXAONE-3.5-32B-Instruct,Mungert/EXAONE-Deep-32B-GGUF,finetuned
LGAI-EXAONE/EXAONE-3.5-32B-Instruct,bartowski/EXAONE-3.5-32B-Instruct-GGUF,quantized
Qwen/Qwen3-30B-A3B,unsloth/Qwen3-30B-A3B-GGUF,quantized
Qwen/Qwen3-30B-A3B,DavidAU/Qwen3-128k-30B-A3B-NEO-MAX-Imatrix-gguf,quantized
Qwen/Qwen3-30B-A3B,unsloth/Qwen3-30B-A3B-128K-GGUF,quantized
Qwen/Qwen3-30B-A3B,dnotitia/Smoothie-Qwen3-30B-A3B,finetuned
Qwen/Qwen3-30B-A3B,eaddario/Qwen3-30B-A3B-GGUF,quantized
Qwen/Qwen2.5-Coder-32B-Instruct,all-hands/openhands-lm-32b-v0.1,finetuned
Qwen/Qwen2.5-Coder-32B-Instruct,Qwen/Qwen2.5-Coder-32B-Instruct-GPTQ-Int4,quantized
Qwen/Qwen2.5-Coder-32B-Instruct,lmstudio-community/Qwen2.5-Coder-32B-Instruct-MLX-4bit,quantized
Qwen/Qwen2.5-Coder-32B-Instruct,lmstudio-community/Qwen2.5-Coder-32B-Instruct-MLX-8bit,quantized
Qwen/Qwen2.5-Coder-32B-Instruct,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,quantized
Qwen/Qwen2.5-Coder-32B-Instruct,Qwen/Qwen2.5-Coder-32B-Instruct-GGUF,quantized
Qwen/Qwen2.5-Coder-32B-Instruct,Qwen/Qwen2.5-Coder-32B-Instruct-GPTQ-Int8,quantized
Qwen/Qwen2.5-Coder-32B-Instruct,bartowski/Qwen2.5-Coder-32B-Instruct-GGUF,quantized
Qwen/Qwen2.5-Coder-32B-Instruct,unsloth/Qwen2.5-Coder-32B-Instruct-bnb-4bit,quantized
Qwen/Qwen2.5-Coder-32B-Instruct,xingyaoww/Qwen2.5-Coder-32B-Instruct-AWQ-128k,quantized
Qwen/Qwen2.5-Coder-32B-Instruct,unsloth/Qwen2.5-Coder-32B-Instruct,finetuned
Qwen/Qwen2.5-Coder-32B-Instruct,all-hands/openhands-lm-32b-v0.1-ep3,finetuned
Qwen/Qwen2.5-Coder-32B-Instruct,CISCai/Qwen2.5-Coder-32B-Instruct-SOTA-GGUF,quantized
Qwen/Qwen2.5-Coder-32B-Instruct,open-r1/OlympicCoder-32B,finetuned
Qwen/Qwen2.5-Coder-32B-Instruct,Mungert/SWE-agent-LM-32B-GGUF,quantized
Qwen/Qwen2.5-Coder-32B-Instruct,SWE-bench/SWE-agent-LM-32B,finetuned
Qwen/Qwen2.5-Coder-32B-Instruct,mlx-community/Qwen2.5-Coder-32B-Instruct-4bit,quantized
Qwen/Qwen2.5-Coder-32B-Instruct,parasail-ai/Qwen2.5-Coder-32B-Instruct-GPTQ-Int8-128k,quantized
Qwen/Qwen2.5-Coder-32B-Instruct,second-state/Qwen2.5-Coder-32B-Instruct-GGUF,quantized
Qwen/Qwen2.5-Coder-32B-Instruct,huihui-ai/Qwen2.5-Coder-32B-Instruct-abliterated,finetuned
Qwen/Qwen2.5-Coder-32B-Instruct,gaianet/Qwen2.5-Coder-32B-Instruct-GGUF,quantized
Qwen/Qwen2.5-Coder-32B-Instruct,YOYO-AI/Qwen2.5-32B-YOYO-V2,merged
Qwen/Qwen2.5-Coder-32B-Instruct,Mungert/openhands-lm-32b-v0.1-GGUF,quantized
Qwen/Qwen2.5-Coder-32B-Instruct,lmstudio-community/Qwen2.5-Coder-32B-Instruct-GGUF,quantized
Qwen/Qwen2.5-Coder-32B-Instruct,Mungert/OlympicCoder-32B-GGUF,quantized
haoranxu/ALMA-13B-Pretrain,haoranxu/X-ALMA-13B-Pretrain,finetuned
unsloth/llama-3-8b,Hinglish-Project/llama-3-8b-English-to-Hinglish,quantized
NousResearch/Yarn-Mistral-7b-128k,TheBloke/Yarn-Mistral-7B-128k-GPTQ,quantized
Sao10K/Llama-3.3-70B-Vulpecula-r1,bartowski/Sao10K_Llama-3.3-70B-Vulpecula-r1-GGUF,quantized
Sao10K/Llama-3.3-70B-Vulpecula-r1,sophosympatheia/Electranova-70B-v1.0,merged
Sao10K/Llama-3.3-70B-Vulpecula-r1,MikeRoz/sophosympatheia_Electranova-70B-v1.0-8.0bpw-h8-exl2,merged
Sao10K/Llama-3.3-70B-Vulpecula-r1,Mawdistical/Squelching-Fantasies-70B-Regent,finetuned
TomGrc/FusionNet_7Bx2_MoE_14B,RubielLabarta/LogoS-7Bx2-MoE-13B-v0.2,merged
Black-Ink-Guild/Pernicious_Prophecy_70B,bartowski/Black-Ink-Guild_Pernicious_Prophecy_70B-GGUF,quantized
CohereLabs/c4ai-command-r-08-2024,bartowski/c4ai-command-r-08-2024-GGUF,quantized
CohereLabs/c4ai-command-r-08-2024,unsloth/c4ai-command-r-08-2024-bnb-4bit,quantized
CohereLabs/c4ai-command-r-08-2024,lmstudio-community/c4ai-command-r-08-2024-GGUF,quantized
HuggingFaceTB/FineMath-Llama-3B,bartowski/FineMath-Llama-3B-GGUF,quantized
cognitivecomputations/Dolphin3.0-Mistral-24B,bartowski/cognitivecomputations_Dolphin3.0-Mistral-24B-GGUF,quantized
cognitivecomputations/Dolphin3.0-Mistral-24B,eaddario/Dolphin3.0-Mistral-24B-GGUF,quantized
LGAI-EXAONE/EXAONE-3.5-2.4B-Instruct,LGAI-EXAONE/EXAONE-Deep-2.4B,finetuned
LGAI-EXAONE/EXAONE-3.5-2.4B-Instruct,lmstudio-community/EXAONE-3.5-2.4B-Instruct-GGUF,quantized
LGAI-EXAONE/EXAONE-3.5-2.4B-Instruct,huihui-ai/EXAONE-3.5-2.4B-Instruct-abliterated,finetuned
LGAI-EXAONE/EXAONE-3.5-2.4B-Instruct,bartowski/EXAONE-3.5-2.4B-Instruct-GGUF,quantized
open-r1/Qwen2.5-Math-7B-RoPE-300k,open-r1/OpenR1-Distill-7B,finetuned
unsloth/SmolLM2-360M-Instruct-bnb-4bit,pramodkoujalagi/SmolLM2-360M-Instruct-Text-2-JSON,quantized
DoeyLLM/OneLLM-Doey-V1-Llama-3.2-1B-it,DoeyLLM/OneLLM-Doey-V1-Llama-3.2-1B-it-Q8_0-GGUF,quantized
BlinkDL/rwkv-7-world,Mungert/RWKV7-Goose-World3-2.9B-HF-GGUF,quantized
BlinkDL/rwkv-7-world,RWKV-Red-Team/ARWKV-7B-Preview-0.1,finetuned
BlinkDL/rwkv-7-world,Mungert/rwkv7-2.9B-world-GGUF,quantized
BlinkDL/rwkv-7-world,Mungert/rwkv7-1.5B-world-GGUF,quantized
BlinkDL/rwkv-7-world,Mungert/rwkv7-0.4B-world-GGUF,quantized
BlinkDL/rwkv-7-world,Mungert/rwkv7-191M-world-GGUF,quantized
meta-llama/Llama-4-Maverick-17B-128E-Instruct,mlx-community/Llama-4-Maverick-17B-16E-Instruct-4bit,quantized
meta-llama/Llama-4-Maverick-17B-128E-Instruct,mlx-community/Llama-4-Maverick-17B-16E-Instruct-6bit,quantized
eryk-mazus/tinyllama-with-custom-tokenizer,eryk-mazus/polka-1.1b,finetuned
anthracite-org/magnum-v4-12b,bartowski/magnum-v4-12b-GGUF,quantized
anthracite-org/magnum-v4-12b,spow12/MK_Nemo_12B,merged
unsloth/Meta-Llama-3.1-8B,tarun7r/Finance-Llama-8B,finetuned
Qwen/Qwen3-235B-A22B,arcee-ai/Homunculus,finetuned
cognitivecomputations/Dolphin3.0-Qwen2.5-1.5B,bartowski/Dolphin3.0-Qwen2.5-1.5B-GGUF,quantized
Epiculous/Crimson_Dawn-V0.1,bartowski/Crimson_Dawn-V0.1-GGUF,quantized
DavidAU/L3.2-Rogue-Creative-Instruct-Uncensored-7B,DavidAU/L3.2-Rogue-Creative-Instruct-Uncensored-7B-GGUF,quantized
Qwen/Qwen2.5-Coder-3B,Qwen/Qwen2.5-Coder-3B-Instruct,finetuned
Qwen/Qwen2.5-Coder-3B,unsloth/Qwen2.5-Coder-3B-bnb-4bit,quantized
Qwen/Qwen2.5-Coder-3B,ggml-org/Qwen2.5-Coder-3B-Q8_0-GGUF,quantized
Qwen/Qwen2.5-Coder-3B,unsloth/Qwen2.5-Coder-3B,finetuned
Qwen/Qwen2.5-Coder-3B,bartowski/Qwen2.5-Coder-3B-GGUF,quantized
Qwen/Qwen2.5-Coder-3B,ThomasBaruzier/Qwen2.5-Coder-3B-Instruct-GGUF,quantized
Qwen/Qwen2.5-Coder-3B,ikw/Qwen2.5-Coder-3B-GGUF,quantized
tiiuae/Falcon3-1B-Instruct,bartowski/Falcon3-1B-Instruct-GGUF,quantized
tiiuae/Falcon3-1B-Instruct,tiiuae/Falcon3-1B-Instruct-GGUF,quantized
tiiuae/Falcon3-1B-Instruct,EasierAI/Falcon-3-1B,quantized
nvidia/OpenCodeReasoning-Nemotron-14B,bartowski/nvidia_OpenCodeReasoning-Nemotron-14B-GGUF,quantized
nvidia/Llama-3.1-8B-UltraLong-4M-Instruct,bartowski/nvidia_Llama-3.1-8B-UltraLong-4M-Instruct-GGUF,quantized
meta-llama/Llama-2-7b-hf,TheBloke/Llama-2-7B-GPTQ,quantized
meta-llama/Llama-2-7b-hf,TheBloke/Llama-2-7B-GGUF,quantized
meta-llama/Llama-2-7b-hf,rinna/youri-7b,finetuned
meta-llama/Llama-2-7b-hf,RedHatAI/Llama-2-7b-gsm8k,finetuned
meta-llama/Llama-2-7b-hf,eci-io/climategpt-7b,finetuned
meta-llama/Llama-2-7b-hf,allenai/tulu-2-7b,finetuned
meta-llama/Llama-2-7b-hf,allenai/tulu-2-dpo-7b,finetuned
meta-llama/Llama-2-7b-hf,TheBloke/Llama-2-7B-AWQ,quantized
meta-llama/Llama-2-7b-hf,sudipto-ducs/InLegalLLaMA,finetuned
meta-llama/Llama-2-7b-hf,facebook/layerskip-llama2-7B,finetuned
rinna/llama-3-youko-8b,rinna/llama-3-youko-8b-instruct,merged
mistralai/Mixtral-8x7B-v0.1,mistralai/Mixtral-8x7B-Instruct-v0.1,finetuned
mistralai/Mixtral-8x7B-v0.1,NousResearch/Nous-Hermes-2-Mixtral-8x7B-DPO,finetuned
mistralai/Mixtral-8x7B-v0.1,TheBloke/Mixtral-8x7B-v0.1-GPTQ,quantized
mistralai/Mixtral-8x7B-v0.1,NousResearch/Nous-Hermes-2-Mixtral-8x7B-SFT,finetuned
mistralai/Mixtral-8x7B-v0.1,TheBloke/mixtral-8x7b-v0.1-AWQ,quantized
mistralai/Mixtral-8x7B-v0.1,Inferless/Mixtral-8x7B-v0.1-int8-GPTQ,finetuned
Qwen/Qwen3-14B,unsloth/Qwen3-14B-unsloth-bnb-4bit,quantized
Qwen/Qwen3-14B,unsloth/Qwen3-14B-GGUF,quantized
Qwen/Qwen3-14B,unsloth/Qwen3-14B-128K-GGUF,quantized
Qwen/Qwen3-14B,dnotitia/Smoothie-Qwen3-14B,finetuned
Qwen/Qwen3-14B,second-state/Qwen3-14B-GGUF,quantized
Qwen/Qwen3-14B,ReadyArt/The-Omega-Directive-Qwen3-14B-v1.1,finetuned
Qwen/Qwen3-14B,soob3123/GrayLine-Qwen3-14B,finetuned
Qwen/Qwen3-14B,gaianet/Qwen3-14B-GGUF,quantized
Qwen/Qwen3-14B,soob3123/amoral-qwen3-14B,finetuned
Qwen/Qwen3-14B,Mungert/DMind-1-mini-GGUF,quantized
soob3123/amoral-qwen3-14B,soob3123/amoral-qwen3-14B-GGUF,quantized
deepseek-ai/DeepSeek-R1-0528-Qwen3-8B,ArliAI/DS-R1-Qwen3-8B-ArliAI-RpR-v4-Small,finetuned
deepseek-ai/DeepSeek-R1-0528-Qwen3-8B,brittlewis12/DeepSeek-R1-0528-Qwen3-8B-GGUF,quantized
fdtn-ai/Foundation-Sec-8B,2p8xx/Foundation-Sec-8B-Instruct,finetuned
fdtn-ai/Foundation-Sec-8B,2p8xx/Foundation-Sec-8B-Instruct-GGUF,quantized
prithivMLmods/GWQ-9B-Preview2,bartowski/GWQ-9B-Preview2-GGUF,quantized
unsloth/gemma-3-4b-it-bnb-4bit,cyberandy/SEOcrate-4B_grpo_new_01,finetuned
Qwen/Qwen2.5-Math-72B,Qwen/Qwen2.5-Math-72B-Instruct,finetuned
royallab/Pygmalion-2-13b-SuperCOT2,TheBloke/Pygmalion-2-13B-SuperCOT2-GGUF,quantized
invisietch/L3.1-70Blivion-v0.1-rc1-70B,Black-Ink-Guild/Pernicious_Prophecy_70B,merged
mistralai/Mistral-Nemo-Instruct-2407,Vikhrmodels/Vikhr-Nemo-12B-Instruct-R-21-09-24,finetuned
mistralai/Mistral-Nemo-Instruct-2407,lmstudio-community/Mistral-Nemo-Instruct-2407-GGUF,quantized
mistralai/Mistral-Nemo-Instruct-2407,bartowski/Mistral-Nemo-Instruct-2407-GGUF,quantized
mistralai/Mistral-Nemo-Instruct-2407,second-state/Mistral-Nemo-Instruct-2407-GGUF,quantized
mistralai/Mistral-Nemo-Instruct-2407,DavidAU/MN-DARKEST-UNIVERSE-29B-GGUF,merged
mistralai/Mistral-Nemo-Instruct-2407,Saxo/Linkbricks-Horizon-AI-Korean-Mistral-Nemo-sft-dpo-12B,quantized
mistralai/Mistral-Nemo-Instruct-2407,Saxo/Linkbricks-Horizon-AI-Korean-Advanced-12B,quantized
mistralai/Mistral-Nemo-Instruct-2407,spow12/MK_Nemo_12B,merged
mistralai/Mistral-Nemo-Instruct-2407,legraphista/Mistral-Nemo-Instruct-2407-IMat-GGUF,quantized
mistralai/Mistral-Nemo-Instruct-2407,FallenMerick/MN-Violet-Lotus-12B,merged
mistralai/Mistral-Nemo-Instruct-2407,EasierAI/Mistral-NeMo-12B,quantized
unsloth/gemma-2-2b-bnb-4bit,notlober/turkish-gemma2,finetuned
Qwen/Qwen2.5-1.5B,Gensyn/Qwen2.5-1.5B-Instruct,finetuned
Qwen/Qwen2.5-1.5B,Qwen/Qwen2.5-1.5B-Instruct,finetuned
Qwen/Qwen2.5-1.5B,Qwen/Qwen2.5-Math-1.5B,finetuned
Qwen/Qwen2.5-1.5B,Qwen/Qwen2.5-Coder-1.5B,finetuned
Qwen/Qwen2.5-1.5B,mlx-community/Qwen2.5-1.5B-Instruct-4bit,finetuned
Qwen/Qwen2.5-1.5B,Vikhrmodels/QVikhr-2.5-1.5B-Instruct-r,finetuned
Qwen/Qwen2.5-1.5B,danieldk/Qwen2.5-1.5B-Instruct-w8a8-int-dynamic-weight,quantized
Qwen/Qwen2.5-1.5B,mlx-community/Josiefied-Qwen2.5-1.5B-Instruct-abliterated-v1-4bit,finetuned
Qwen/Qwen2.5-1.5B,QuantFactory/Qwen2.5-1.5B-Instruct-GGUF,quantized
Qwen/Qwen2.5-1.5B,winninghealth/WiNGPT-Babel,quantized
Qwen/Qwen2.5-1.5B,QuantFactory/Qwen2.5-Math-1.5B-GGUF,quantized
allura-org/Gemma-3-Glitter-4B,ArtusDev/allura-org_Gemma-3-Glitter-4B-GGUF,quantized
inflatebot/guns-and-roses-r1,Reiterate3680/guns-and-roses-r1-GGUF,quantized
allenai/Llama-3.1-Tulu-3-70B-DPO,allenai/Llama-3.1-Tulu-3-70B,finetuned
allenai/Llama-3.1-Tulu-3-70B-DPO,bartowski/Llama-3.1-Tulu-3-70B-DPO-GGUF,quantized
MaziyarPanahi/calme-3.1-instruct-78b,bartowski/calme-3.1-instruct-78b-GGUF,quantized
microsoft/phi-4,unsloth/phi-4,finetuned
microsoft/phi-4,unsloth/phi-4-unsloth-bnb-4bit,quantized
microsoft/phi-4,microsoft/Phi-4-reasoning,finetuned
microsoft/phi-4,microsoft/Phi-4-reasoning-plus,finetuned
microsoft/phi-4,lmstudio-community/phi-4-GGUF,quantized
microsoft/phi-4,unsloth/phi-4-GGUF,quantized
microsoft/phi-4,unsloth/phi-4-bnb-4bit,quantized
microsoft/phi-4,bartowski/phi-4-GGUF,quantized
microsoft/phi-4,Mungert/Phi-4-reasoning-plus-GGUF,quantized
microsoft/phi-4,stelterlab/phi-4-AWQ,quantized
microsoft/phi-4,ykarout/phi-4-deepseek-r1-distilled-v8,finetuned
microsoft/phi-4,mlx-community/phi-4-4bit,quantized
microsoft/phi-4,RedHatAI/phi-4-quantized.w4a16,quantized
microsoft/phi-4,curiousmind147/microsoft-phi-4-AWQ-4bit-GEMM,quantized
microsoft/phi-4,dnotitia/DNA-R1,finetuned
microsoft/phi-4,RedHatAI/phi-4-FP8-dynamic,quantized
microsoft/phi-4,RedHatAI/phi-4-quantized.w8a8,quantized
microsoft/phi-4,second-state/phi-4-GGUF,quantized
microsoft/phi-4,mlx-community/phi-4-8bit,quantized
microsoft/phi-4,Mungert/Phi-4-reasoning-GGUF,quantized
microsoft/phi-4,gaianet/Phi-4-reasoning-GGUF,quantized
dicta-il/dictalm2.0,dicta-il/dictalm2.0-instruct,finetuned
dicta-il/dictalm2.0,dicta-il/dictalm2.0-instruct-GGUF,quantized
dicta-il/dictalm2.0,dicta-il/dictalm2.0-instruct-AWQ,quantized
SanjiWatsuki/Kunoichi-7B,FallenMerick/Smart-Lemon-Cookie-7B,merged
google/txgemma-27b-chat,bartowski/google_txgemma-27b-chat-GGUF,quantized
ilsp/Llama-Krikri-8B-Instruct,bartowski/ilsp_Llama-Krikri-8B-Instruct-GGUF,quantized
ilsp/Llama-Krikri-8B-Instruct,ilsp/Llama-Krikri-8B-Instruct-GGUF,quantized
unsloth/orpheus-3b-0.1-ft,1ndianajones/balinese_tts_model,finetuned
utter-project/EuroLLM-1.7B,utter-project/EuroLLM-1.7B-Instruct,finetuned
DiscoResearch/DiscoLM_German_7b_v1,GPT4All-Community/DiscoLM_German_7b_v1-GGUF,quantized
Undi95/Meta-Llama-3-70B-hf,gbueno86/Meta-LLama-3-Cat-A-LLama-70b,merged
sometimesanotion/Qwenvergence-14B-v12-Prose-DS,sometimesanotion/Lamarck-14B-v0.7-Fusion,merged
sometimesanotion/Qwenvergence-14B-v12-Prose-DS,suayptalha/Lamarckvergence-14B,merged
